tags,data,stamps
14,221.30584716796875,1737571702.235
1,27.600703125,1737571702.235
3,-24.961889648437506,1737571702.235
7,2002.0,1737571702.235
16,-32.46001052856445,1737571702.235
17,-32.18724060058594,1737571702.235
2,-0.12420654296875,1737571702.301
15,-0.12420654296875,1737571702.301
4,0.395050048828125,1737571702.301
5,0.346527099609375,1737571702.301
6,0.3717041015625,1737571702.301
8,0.022430419921875,1737571702.301
9,0.017852783203125,1737571702.301
10,0.017913818359375,1737571702.301
11,241.62945556640625,1737571702.301
12,226.53121948242188,1737571702.301
13,351.829833984375,1737571702.301
14,221.30584716796875,1737571702.301
1,27.632353515624995,1737571702.301
3,-24.998510742187506,1737571702.301
7,2002.0,1737571702.301
16,-32.46001052856445,1737571702.302
17,-32.197731018066406,1737571702.302
2,-0.184326171875,1737571703.101
15,-0.184326171875,1737571703.101
4,0.395965576171875,1737571703.101
5,0.346527099609375,1737571703.101
6,0.385894775390625,1737571703.101
8,0.022674560546875,1737571703.101
9,0.017822265625,1737571703.101
10,0.01788330078125,1737571703.101
11,242.13656616210938,1737571703.101
12,226.54495239257812,1737571703.101
13,351.829833984375,1737571703.101
14,221.30584716796875,1737571703.101
1,27.614267578125,1737571703.101
3,-24.980200195312506,1737571703.101
7,2002.0,1737571703.101
16,-32.46001052856445,1737571703.102
17,-32.21346664428711,1737571703.102
2,-0.00152587890625,1737571703.168
15,-0.00152587890625,1737571703.168
4,0.394134521484375,1737571703.168
5,0.346527099609375,1737571703.168
6,0.379486083984375,1737571703.168
8,0.022613525390625,1737571703.168
9,0.01788330078125,1737571703.168
10,0.01751708984375,1737571703.168
11,241.90924072265625,1737571703.168
12,226.54495239257812,1737571703.168
13,351.7598876953125,1737571703.168
14,221.30584716796875,1737571703.168
1,27.62783203124999,1737571703.168
3,-24.989355468750006,1737571703.168
7,2002.0,1737571703.168
16,-32.46001052856445,1737571703.168
17,-32.20647430419922,1737571703.168
2,0.0006103515625,1737571703.235
15,0.0006103515625,1737571703.235
4,0.39459228515625,1737571703.235
5,0.3460693359375,1737571703.235
6,0.378570556640625,1737571703.235
8,0.022613525390625,1737571703.235
9,0.017913818359375,1737571703.235
10,0.017822265625,1737571703.235
11,241.96170043945312,1737571703.235
12,226.54495239257812,1737571703.235
13,351.829833984375,1737571703.235
14,221.30584716796875,1737571703.235
1,27.636875,1737571703.235
3,-24.980200195312506,1737571703.235
7,2002.0,1737571703.235
16,-32.46001052856445,1737571703.235
17,-32.25193405151367,1737571703.235
2,0.02166748046875,1737571703.301
15,0.02166748046875,1737571703.301
4,0.39459228515625,1737571703.301
5,0.34515380859375,1737571703.301
6,0.37994384765625,1737571703.301
8,0.022613525390625,1737571703.301
9,0.0179443359375,1737571703.301
10,0.017852783203125,1737571703.301
11,242.154052734375,1737571703.301
12,226.54495239257812,1737571703.301
13,351.7598876953125,1737571703.301
14,221.30584716796875,1737571703.301
1,27.614267578125,1737571703.301
3,-25.007666015625006,1737571703.301
7,2002.0,1737571703.301
16,-32.46001052856445,1737571703.302
17,-32.21171951293945,1737571703.302
2,-0.15655517578125,1737571704.101
15,-0.15655517578125,1737571704.101
4,0.3936767578125,1737571704.101
5,0.34698486328125,1737571704.101
6,0.3790283203125,1737571704.101
8,0.02252197265625,1737571704.101
9,0.017822265625,1737571704.101
10,0.018035888671875,1737571704.101
11,241.83929443359375,1737571704.101
12,226.54495239257812,1737571704.101
13,351.7074279785156,1737571704.101
14,221.30584716796875,1737571704.101
1,27.623310546875,1737571704.101
3,-24.989355468750006,1737571704.101
7,2002.0,1737571704.101
16,-32.46001052856445,1737571704.102
17,-32.243194580078125,1737571704.102
2,0.01190185546875,1737571704.168
15,0.01190185546875,1737571704.168
4,0.394134521484375,1737571704.168
5,0.34698486328125,1737571704.168
6,0.378570556640625,1737571704.168
8,0.02264404296875,1737571704.168
9,0.017822265625,1737571704.168
10,0.017791748046875,1737571704.168
11,242.10159301757812,1737571704.168
12,226.54495239257812,1737571704.168
13,351.829833984375,1737571704.168
14,221.30584716796875,1737571704.168
1,27.636875,1737571704.168
3,-25.025976562500006,1737571704.168
7,2002.0,1737571704.168
16,-32.46001052856445,1737571704.168
17,-32.23270034790039,1737571704.168
2,0.00732421875,1737571704.234
15,0.00732421875,1737571704.234
4,0.39459228515625,1737571704.234
5,0.346527099609375,1737571704.234
6,0.37811279296875,1737571704.234
8,0.022552490234375,1737571704.234
9,0.017791748046875,1737571704.234
10,0.0179443359375,1737571704.234
11,242.154052734375,1737571704.234
12,226.54495239257812,1737571704.234
13,351.6374816894531,1737571704.234
14,221.30584716796875,1737571704.234
1,27.641396484374997,1737571704.234
3,-24.971044921875006,1737571704.234
7,2002.0,1737571704.234
16,-32.46001052856445,1737571704.235
17,-32.19423294067383,1737571704.235
2,-0.15655517578125,1737571704.301
15,-0.15655517578125,1737571704.301
4,0.393218994140625,1737571704.301
5,0.347900390625,1737571704.301
6,0.376739501953125,1737571704.301
8,0.022552490234375,1737571704.301
9,0.017913818359375,1737571704.301
10,0.0179443359375,1737571704.301
11,242.25897216796875,1737571704.301
12,226.54495239257812,1737571704.301
13,351.7074279785156,1737571704.301
14,221.30584716796875,1737571704.301
1,27.623310546875,1737571704.301
3,-24.971044921875006,1737571704.301
7,2002.0,1737571704.301
16,-32.46001052856445,1737571704.302
17,-32.20297622680664,1737571704.302
2,-0.098876953125,1737571705.101
15,-0.098876953125,1737571705.101
4,0.3936767578125,1737571705.101
5,0.345611572265625,1737571705.101
6,0.3790283203125,1737571705.101
8,0.022613525390625,1737571705.101
9,0.01824951171875,1737571705.101
10,0.01788330078125,1737571705.101
11,241.90924072265625,1737571705.101
12,226.5380859375,1737571705.101
13,351.65496826171875,1737571705.101
14,221.30584716796875,1737571705.101
1,27.62783203124999,1737571705.101
3,-25.007666015625006,1737571705.101
7,2002.0,1737571705.101
16,-32.46001052856445,1737571705.102
17,-32.18374252319336,1737571705.102
2,-0.15655517578125,1737571705.168
15,-0.15655517578125,1737571705.168
4,0.39459228515625,1737571705.168
5,0.344696044921875,1737571705.168
6,0.379486083984375,1737571705.168
8,0.02264404296875,1737571705.168
9,0.01776123046875,1737571705.168
10,0.017913818359375,1737571705.168
11,242.04913330078125,1737571705.168
12,226.5380859375,1737571705.168
13,351.829833984375,1737571705.168
14,221.30584716796875,1737571705.168
1,27.645917968750002,1737571705.168
3,-24.993933105468756,1737571705.168
7,2002.0,1737571705.168
16,-32.46001052856445,1737571705.168
17,-32.23270034790039,1737571705.168
2,-0.15655517578125,1737571705.234
15,-0.15655517578125,1737571705.234
4,0.393218994140625,1737571705.234
5,0.348358154296875,1737571705.234
6,0.38177490234375,1737571705.234
8,0.022491455078125,1737571705.234
9,0.017852783203125,1737571705.234
10,0.0181884765625,1737571705.234
11,242.04913330078125,1737571705.234
12,226.5380859375,1737571705.234
13,351.7074279785156,1737571705.234
14,221.30584716796875,1737571705.234
1,27.650439453124992,1737571705.234
3,-24.989355468750006,1737571705.234
7,2002.0,1737571705.234
16,-32.46001052856445,1737571705.235
17,-32.208221435546875,1737571705.235
2,0.02410888671875,1737571705.301
15,0.02410888671875,1737571705.301
4,0.393218994140625,1737571705.301
5,0.344696044921875,1737571705.301
6,0.3790283203125,1737571705.301
8,0.022552490234375,1737571705.301
9,0.01800537109375,1737571705.301
10,0.017852783203125,1737571705.301
11,242.20651245117188,1737571705.301
12,226.5380859375,1737571705.301
13,351.7598876953125,1737571705.301
14,221.30584716796875,1737571705.301
1,27.618789062499996,1737571705.301
3,-24.993933105468756,1737571705.301
7,2002.0,1737571705.301
16,-32.46001052856445,1737571705.302
17,-32.197731018066406,1737571705.302
2,0.00579833984375,1737571706.101
15,0.00579833984375,1737571706.101
4,0.3936767578125,1737571706.101
5,0.34698486328125,1737571706.101
6,0.378570556640625,1737571706.101
8,0.02264404296875,1737571706.101
9,0.017822265625,1737571706.101
10,0.017974853515625,1737571706.101
11,241.9442138671875,1737571706.101
12,226.53121948242188,1737571706.101
13,351.7074279785156,1737571706.101
14,221.30584716796875,1737571706.101
1,27.650439453124992,1737571706.101
3,-24.971044921875006,1737571706.101
7,2002.0,1737571706.101
16,-32.46001052856445,1737571706.101
17,-32.23969650268555,1737571706.101
2,0.01068115234375,1737571706.168
15,0.01068115234375,1737571706.168
4,0.398712158203125,1737571706.168
5,0.344696044921875,1737571706.168
6,0.381317138671875,1737571706.168
8,0.022552490234375,1737571706.168
9,0.01776123046875,1737571706.168
10,0.017852783203125,1737571706.168
11,241.75186157226562,1737571706.168
12,226.53121948242188,1737571706.168
13,351.7074279785156,1737571706.168
14,221.30584716796875,1737571706.168
1,27.618789062499996,1737571706.168
3,-24.998510742187506,1737571706.168
7,2002.0,1737571706.168
16,-32.46001052856445,1737571706.168
17,-32.190738677978516,1737571706.168
2,-0.0286865234375,1737571706.234
15,-0.0286865234375,1737571706.234
4,0.392303466796875,1737571706.234
5,0.3460693359375,1737571706.234
6,0.378570556640625,1737571706.234
8,0.0223388671875,1737571706.234
9,0.018035888671875,1737571706.234
10,0.017852783203125,1737571706.234
11,241.85678100585938,1737571706.234
12,226.5380859375,1737571706.234
13,351.7598876953125,1737571706.234
14,221.30584716796875,1737571706.234
1,27.62783203124999,1737571706.234
3,-24.966467285156256,1737571706.234
7,2002.0,1737571706.234
16,-32.46001052856445,1737571706.235
17,-32.19423294067383,1737571706.235
2,0.00152587890625,1737571706.301
15,0.00152587890625,1737571706.301
4,0.39825439453125,1737571706.301
5,0.343780517578125,1737571706.301
6,0.376739501953125,1737571706.301
8,0.022613525390625,1737571706.301
9,0.017852783203125,1737571706.301
10,0.017974853515625,1737571706.301
11,242.2939453125,1737571706.301
12,226.5380859375,1737571706.301
13,351.7598876953125,1737571706.301
14,221.30584716796875,1737571706.301
1,27.62783203124999,1737571706.301
3,-24.998510742187506,1737571706.301
7,2002.0,1737571706.301
16,-32.46001052856445,1737571706.301
17,-32.18724060058594,1737571706.301
2,0.01617431640625,1737571707.101
15,0.01617431640625,1737571707.101
4,0.393218994140625,1737571707.101
5,0.346527099609375,1737571707.101
6,0.3753662109375,1737571707.101
8,0.022613525390625,1737571707.101
9,0.01776123046875,1737571707.101
10,0.01800537109375,1737571707.101
11,242.04913330078125,1737571707.101
12,226.53121948242188,1737571707.101
13,351.829833984375,1737571707.101
14,221.30584716796875,1737571707.101
1,27.650439453124992,1737571707.101
3,-24.971044921875006,1737571707.101
7,2002.0,1737571707.101
16,-32.46001052856445,1737571707.101
17,-32.230953216552734,1737571707.101
2,0.0067138671875,1737571707.167
15,0.0067138671875,1737571707.167
4,0.394134521484375,1737571707.167
5,0.3460693359375,1737571707.167
6,0.381317138671875,1737571707.167
8,0.02239990234375,1737571707.167
9,0.017730712890625,1737571707.167
10,0.018035888671875,1737571707.167
11,241.8043212890625,1737571707.167
12,226.53121948242188,1737571707.167
13,351.6374816894531,1737571707.167
14,221.30584716796875,1737571707.167
1,27.650439453124992,1737571707.167
3,-24.911535644531256,1737571707.167
7,2002.0,1737571707.167
16,-32.46001052856445,1737571707.168
17,-32.21521759033203,1737571707.168
2,-0.0067138671875,1737571707.234
15,-0.0067138671875,1737571707.234
4,0.391845703125,1737571707.234
5,0.347442626953125,1737571707.234
6,0.3790283203125,1737571707.234
8,0.022491455078125,1737571707.234
9,0.017791748046875,1737571707.234
10,0.01788330078125,1737571707.234
11,241.97918701171875,1737571707.234
12,226.5380859375,1737571707.234
13,351.7074279785156,1737571707.234
14,221.30584716796875,1737571707.234
1,27.62783203124999,1737571707.234
3,-24.957312011718756,1737571707.234
7,2002.0,1737571707.234
16,-32.46001052856445,1737571707.235
17,-32.24494171142578,1737571707.235
2,0.00213623046875,1737571707.301
15,0.00213623046875,1737571707.301
4,0.393218994140625,1737571707.301
5,0.346527099609375,1737571707.301
6,0.378570556640625,1737571707.301
8,0.022552490234375,1737571707.301
9,0.017730712890625,1737571707.301
10,0.0179443359375,1737571707.301
11,242.31143188476562,1737571707.301
12,226.5380859375,1737571707.301
13,351.829833984375,1737571707.301
14,221.30584716796875,1737571707.301
1,27.645917968750002,1737571707.301
3,-24.966467285156256,1737571707.301
7,2002.0,1737571707.301
16,-32.46001052856445,1737571707.301
17,-32.21696472167969,1737571707.301
2,-0.19317626953125,1737571708.101
15,-0.19317626953125,1737571708.101
4,0.392303466796875,1737571708.101
5,0.34515380859375,1737571708.101
6,0.380401611328125,1737571708.101
8,0.022613525390625,1737571708.101
9,0.01776123046875,1737571708.101
10,0.01776123046875,1737571708.101
11,241.54202270507812,1737571708.101
12,226.53121948242188,1737571708.101
13,351.7074279785156,1737571708.101
14,221.30584716796875,1737571708.101
1,27.632353515624995,1737571708.101
3,-24.678076171875006,1737571708.101
7,2002.0,1737571708.101
16,-32.46001052856445,1737571708.101
17,-32.21171951293945,1737571708.101
2,-0.15655517578125,1737571708.167
15,-0.15655517578125,1737571708.167
4,0.3955078125,1737571708.167
5,0.344696044921875,1737571708.167
6,0.3790283203125,1737571708.167
8,0.02264404296875,1737571708.167
9,0.017669677734375,1737571708.167
10,0.017974853515625,1737571708.167
11,242.04913330078125,1737571708.167
12,226.54495239257812,1737571708.167
13,351.7074279785156,1737571708.167
14,221.30584716796875,1737571708.167
1,27.50123046875,1737571708.167
3,-24.980200195312506,1737571708.167
7,2002.0,1737571708.167
16,-32.46001052856445,1737571708.168
17,-32.2257080078125,1737571708.168
2,-0.15655517578125,1737571708.234
15,-0.15655517578125,1737571708.234
4,0.392303466796875,1737571708.234
5,0.343780517578125,1737571708.234
6,0.377655029296875,1737571708.234
8,0.022705078125,1737571708.234
9,0.01788330078125,1737571708.234
10,0.017852783203125,1737571708.234
11,242.13656616210938,1737571708.234
12,226.54495239257812,1737571708.234
13,351.7598876953125,1737571708.234
14,221.30584716796875,1737571708.234
1,27.596181640624994,1737571708.234
3,-25.007666015625006,1737571708.234
7,2002.0,1737571708.234
16,-32.46001052856445,1737571708.235
17,-32.20647430419922,1737571708.235
2,-0.0048828125,1737571708.301
15,-0.0048828125,1737571708.301
4,0.392303466796875,1737571708.301
5,0.3460693359375,1737571708.301
6,0.378570556640625,1737571708.301
8,0.02264404296875,1737571708.301
9,0.017791748046875,1737571708.301
10,0.017730712890625,1737571708.301
11,241.83929443359375,1737571708.301
12,226.54495239257812,1737571708.301
13,351.6374816894531,1737571708.301
14,221.30584716796875,1737571708.301
1,27.636875,1737571708.301
3,-25.080908203125006,1737571708.301
7,2002.0,1737571708.301
16,-32.46001052856445,1737571708.301
17,-32.230953216552734,1737571708.301
2,-0.15655517578125,1737571709.101
15,-0.15655517578125,1737571709.101
4,0.3955078125,1737571709.101
5,0.34698486328125,1737571709.101
6,0.377655029296875,1737571709.101
8,0.0225830078125,1737571709.101
9,0.017791748046875,1737571709.101
10,0.017730712890625,1737571709.101
