L:DDMOT3,L:D03BDS
27.636875,0.01129150390625
27.618789062499996,-0.01129150390625
27.650439453124992,0.12969970703125
27.623310546875,0.01678466796875
27.713740234375,0.0048828125
27.641396484374997,0.00213623046875
27.609746093749994,-0.0054931640625
27.632353515624995,0.02197265625
27.641396484374997,-0.15655517578125
27.614267578125,0.001220703125
27.609746093749994,0.00274658203125
27.650439453124992,0.03631591796875
27.62783203124999,-0.057373046875
27.636875,-0.00335693359375
27.632353515624995,0.01312255859375
27.650439453124992,0.02197265625
27.641396484374997,0.01708984375
27.632353515624995,0.01220703125
27.62783203124999,0.0140380859375
27.618789062499996,0.01800537109375
27.636875,0.0982666015625
27.623310546875,0.00579833984375
27.600703125,-0.00244140625
27.632353515624995,-0.12420654296875
27.614267578125,-0.184326171875
27.62783203124999,-0.00152587890625
27.636875,0.0006103515625
27.614267578125,0.02166748046875
27.623310546875,-0.15655517578125
27.636875,0.01190185546875
27.641396484374997,0.00732421875
27.623310546875,-0.15655517578125
27.62783203124999,-0.098876953125
27.645917968750002,-0.15655517578125
27.650439453124992,-0.15655517578125
27.618789062499996,0.02410888671875
27.650439453124992,0.00579833984375
27.618789062499996,0.01068115234375
27.62783203124999,-0.0286865234375
27.62783203124999,0.00152587890625
27.650439453124992,0.01617431640625
27.650439453124992,0.0067138671875
27.62783203124999,-0.0067138671875
27.645917968750002,0.00213623046875
27.632353515624995,-0.19317626953125
27.50123046875,-0.15655517578125
27.596181640624994,-0.15655517578125
27.636875,-0.0048828125
27.641396484374997,-0.15655517578125
27.641396484374997,0.0018310546875
27.641396484374997,-0.15655517578125
27.614267578125,0.0726318359375
27.60522460937499,0.03753662109375
27.614267578125,0.01190185546875
27.636875,-0.0018310546875
27.668525390624996,0.03753662109375
27.645917968750002,-0.15655517578125
27.636875,-0.02227783203125
27.632353515624995,-0.0054931640625
27.564531249999998,0.01434326171875
27.632353515624995,0.00091552734375
27.645917968750002,0.03143310546875
27.62783203124999,0.00579833984375
27.654960937499997,-0.03082275390625
27.673046874999994,0.0030517578125
27.62783203124999,0.00640869140625
27.74086914062499,0.00579833984375
27.623310546875,0.00946044921875
27.641396484374997,0.0811767578125
27.609746093749994,0.00457763671875
27.654960937499997,-0.0225830078125
27.645917968750002,-0.15655517578125
27.632353515624995,0.00030517578125
27.609746093749994,0.03662109375
27.62783203124999,0.0067138671875
27.673046874999994,-0.13916015625
27.523837890625,0.01800537109375
27.636875,-0.00091552734375
27.600703125,0.01434326171875
27.641396484374997,0.04852294921875
27.618789062499996,-0.01007080078125
27.677568359374998,-0.07415771484375
27.636875,-0.00213623046875
27.691132812499998,-0.01251220703125
27.618789062499996,0.00640869140625
27.623310546875,0.0372314453125
27.614267578125,0.0311279296875
27.623310546875,0.0238037109375
27.62783203124999,-0.02777099609375
27.632353515624995,0.00213623046875
27.62783203124999,-0.15655517578125
27.745390624999995,0.001220703125
27.632353515624995,0.015869140625
27.645917968750002,-0.04119873046875
27.636875,-0.01922607421875
27.650439453124992,0.0048828125
27.682089843750003,-0.0396728515625
27.614267578125,-0.15655517578125
27.609746093749994,0.00457763671875
27.632353515624995,0.02838134765625
27.650439453124992,-0.08697509765625
27.650439453124992,-0.00518798828125
27.645917968750002,0.00274658203125
27.618789062499996,0.010986328125
27.62783203124999,0.0531005859375
27.618789062499996,0.02044677734375
27.636875,-0.17974853515625
27.591660156250004,-0.15655517578125
27.632353515624995,-0.1202392578125
27.591660156250004,-0.15655517578125
27.60522460937499,-0.15655517578125
27.623310546875,-0.03753662109375
27.636875,-0.013427734375
27.641396484374997,-0.00640869140625
27.654960937499997,0.00518798828125
27.618789062499996,0.0115966796875
27.632353515624995,-0.047607421875
27.645917968750002,-0.0042724609375
27.569052734375003,0.01556396484375
27.704697265625004,-0.15655517578125
27.591660156250004,-0.15655517578125
27.632353515624995,-0.0103759765625
27.62783203124999,0.02288818359375
27.641396484374997,0.0042724609375
27.60522460937499,-0.00457763671875
27.600703125,0.00396728515625
27.60522460937499,-0.00640869140625
27.641396484374997,-0.0030517578125
27.60522460937499,-0.009765625
27.600703125,0.01800537109375
27.478623046875004,-0.0030517578125
27.636875,0.00213623046875
27.609746093749994,-0.15655517578125
27.609746093749994,0.0848388671875
27.62783203124999,0.05279541015625
27.591660156250004,-0.15655517578125
